Plant Name,Updated Time,Time Zone,Production Power(W),Consumption Power(W),Grid Power(W),Feed-in Power(W),Purchasing Power(W),Battery Power(W),Charging Power(W),Discharging Power(W),SoC(%)
Brierton,2023/06/28 08:10,UTCZ,500.00,310.00,30.00,30.00,,100.00,100.00,,96.00
Brierton,2023/06/28 08:15,UTCZ,400.00,320.00,-30.00,,-30.00,0.00,,,97.00
Brierton,2023/06/28 08:20,UTCZ,300.00,320.00,20.00,20.00,,0.00,,,97.00
Brierton,2023/06/28 08:25,UTCZ,100.00,310.00,10.00,10.00,,-100.00,,-100.00,97.00
Brierton,2023/06/28 08:30,UTCZ,200.00,310.00,-40.00,,-40.00,-100.00,,-100.00,96.00
Brierton,2023/06/28 08:35,UTCZ,400.00,300.00,40.00,40.00,,100.00,100.00,,96.00
Brierton,2023/06/28 08:45,UTCZ,400.00,60.00,-30.00,,-30.00,200.00,200.00,,97.00
Brierton,2023/06/28 08:50,UTCZ,300.00,220.00,-40.00,,-40.00,0.00,,,98.00
Brierton,2023/06/28 08:55,UTCZ,300.00,230.00,30.00,30.00,,0.00,,,98.00
Brierton,2023/06/28 09:00,UTCZ,400.00,250.00,30.00,30.00,,100.00,100.00,,98.00
Brierton,2023/06/28 09:05,UTCZ,600.00,220.00,30.00,30.00,,200.00,200.00,,98.00
Brierton,2023/06/28 09:10,UTCZ,700.00,240.00,430.00,430.00,,0.00,,,99.00
Brierton,2023/06/28 09:15,UTCZ,700.00,230.00,470.00,470.00,,0.00,,,99.00
Brierton,2023/06/28 09:20,UTCZ,500.00,240.00,320.00,320.00,,0.00,,,99.00
Brierton,2023/06/28 09:25,UTCZ,400.00,230.00,250.00,250.00,,0.00,,,99.00
Brierton,2023/06/28 09:30,UTCZ,500.00,220.00,290.00,290.00,,0.00,,,99.00
Brierton,2023/06/28 09:35,UTCZ,700.00,250.00,440.00,440.00,,0.00,,,99.00
Brierton,2023/06/28 09:40,UTCZ,700.00,250.00,380.00,380.00,,0.00,,,99.00
Brierton,2023/06/28 09:45,UTCZ,700.00,250.00,380.00,380.00,,0.00,,,99.00
Brierton,2023/06/28 09:50,UTCZ,200.00,220.00,30.00,30.00,,0.00,,,99.00
Brierton,2023/06/28 09:55,UTCZ,500.00,250.00,310.00,310.00,,0.00,,,99.00
Brierton,2023/06/28 10:00,UTCZ,500.00,230.00,310.00,310.00,,0.00,,,99.00
Brierton,2023/06/28 10:05,UTCZ,300.00,80.00,250.00,250.00,,0.00,,,99.00
Brierton,2023/06/28 10:10,UTCZ,300.00,90.00,300.00,300.00,,0.00,,,99.00
Brierton,2023/06/28 10:15,UTCZ,800.00,100.00,590.00,590.00,,0.00,,,99.00
Brierton,2023/06/28 10:20,UTCZ,800.00,230.00,530.00,530.00,,0.00,,,99.00
Brierton,2023/06/28 10:25,UTCZ,1100.00,240.00,740.00,740.00,,0.00,,,99.00
Brierton,2023/06/28 10:30,UTCZ,1300.00,240.00,990.00,990.00,,0.00,,,99.00
Brierton,2023/06/28 10:35,UTCZ,1300.00,100.00,1140.00,1140.00,,0.00,,,99.00
Brierton,2023/06/28 10:40,UTCZ,1200.00,100.00,1070.00,1070.00,,0.00,,,99.00
Brierton,2023/06/28 10:45,UTCZ,1300.00,300.00,900.00,900.00,,0.00,,,99.00
Brierton,2023/06/28 10:50,UTCZ,1400.00,230.00,1120.00,1120.00,,0.00,,,99.00
Brierton,2023/06/28 10:55,UTCZ,1100.00,240.00,830.00,830.00,,0.00,,,99.00
Brierton,2023/06/28 11:00,UTCZ,1000.00,230.00,750.00,750.00,,0.00,,,99.00
Brierton,2023/06/28 11:10,UTCZ,1200.00,2940.00,20.00,20.00,,-1900.00,,-1900.00,95.00
Brierton,2023/06/28 11:15,UTCZ,1300.00,3230.00,-20.00,,-20.00,-1900.00,,-1900.00,92.00
Brierton,2023/06/28 11:25,UTCZ,1500.00,3810.00,0.00,,,-2500.00,,-2500.00,88.00
Brierton,2023/06/28 11:30,UTCZ,1400.00,3220.00,30.00,30.00,,-1900.00,,-1900.00,84.00
Brierton,2023/06/28 11:45,UTCZ,400.00,430.00,20.00,20.00,,0.00,,,84.00
Brierton,2023/06/28 11:55,UTCZ,200.00,310.00,0.00,,,-100.00,,-100.00,84.00
Brierton,2023/06/28 12:00,UTCZ,100.00,290.00,20.00,20.00,,-100.00,,-100.00,84.00
Brierton,2023/06/28 12:05,UTCZ,100.00,100.00,60.00,60.00,,0.00,,,84.00
Brierton,2023/06/28 12:15,UTCZ,200.00,250.00,20.00,20.00,,0.00,,,84.00
Brierton,2023/06/28 12:20,UTCZ,100.00,250.00,-40.00,,-40.00,-100.00,,-100.00,83.00
Brierton,2023/06/28 12:25,UTCZ,100.00,2820.00,-120.00,,-120.00,-2500.00,,-2500.00,79.00
Brierton,2023/06/28 12:30,UTCZ,200.00,2840.00,-200.00,,-200.00,-2500.00,,-2500.00,75.00
Brierton,2023/06/28 12:35,UTCZ,300.00,2850.00,0.00,,,-2500.00,,-2500.00,70.00
Brierton,2023/06/28 12:40,UTCZ,400.00,2990.00,-60.00,,-60.00,-2500.00,,-2500.00,66.00
Brierton,2023/06/28 12:45,UTCZ,400.00,2980.00,-20.00,,-20.00,-2500.00,,-2500.00,62.00
Brierton,2023/06/28 12:50,UTCZ,600.00,2990.00,-30.00,,-30.00,-2400.00,,-2400.00,58.00
Brierton,2023/06/28 12:55,UTCZ,600.00,2850.00,-20.00,,-20.00,-2300.00,,-2300.00,54.00
Brierton,2023/06/28 13:00,UTCZ,700.00,2850.00,0.00,,,-2100.00,,-2100.00,50.00
Brierton,2023/06/28 13:10,UTCZ,1200.00,90.00,0.00,,,900.00,900.00,,45.00
Brierton,2023/06/28 13:15,UTCZ,1800.00,240.00,0.00,,,1400.00,1400.00,,47.00
Brierton,2023/06/28 13:20,UTCZ,1800.00,250.00,0.00,,,1400.00,1400.00,,49.00
Brierton,2023/06/28 13:35,UTCZ,2400.00,90.00,0.00,,,2100.00,2100.00,,59.00
Brierton,2023/06/28 13:40,UTCZ,2500.00,490.00,20.00,20.00,,1800.00,1800.00,,62.00
Brierton,2023/06/28 13:45,UTCZ,3400.00,460.00,120.00,120.00,,2600.00,2600.00,,66.00
Brierton,2023/06/28 13:50,UTCZ,4100.00,270.00,1100.00,1100.00,,2600.00,2600.00,,71.00
Brierton,2023/06/28 13:55,UTCZ,4900.00,260.00,1970.00,1970.00,,2600.00,2600.00,,75.00
Brierton,2023/06/28 14:00,UTCZ,4500.00,250.00,1550.00,1550.00,,2600.00,2600.00,,79.00
Brierton,2023/06/28 14:05,UTCZ,1900.00,90.00,0.00,,,1600.00,1600.00,,83.00
Brierton,2023/06/28 14:10,UTCZ,1300.00,80.00,0.00,,,1000.00,1000.00,,85.00
Brierton,2023/06/28 14:20,UTCZ,1600.00,80.00,0.00,,,1400.00,1400.00,,86.00
Brierton,2023/06/28 14:25,UTCZ,5300.00,250.00,3520.00,3520.00,,1000.00,1000.00,,92.00
Brierton,2023/06/28 14:30,UTCZ,2600.00,250.00,1310.00,1310.00,,1000.00,1000.00,,94.00
Brierton,2023/06/28 14:35,UTCZ,5200.00,230.00,3620.00,3620.00,,1000.00,1000.00,,96.00
Brierton,2023/06/28 14:40,UTCZ,1900.00,100.00,720.00,720.00,,900.00,900.00,,97.00
Brierton,2023/06/28 14:45,UTCZ,1500.00,90.00,810.00,810.00,,400.00,400.00,,99.00
Brierton,2023/06/28 14:50,UTCZ,2200.00,100.00,1420.00,1420.00,,400.00,400.00,,99.00
Brierton,2023/06/28 14:55,UTCZ,4800.00,90.00,4450.00,4450.00,,0.00,,,99.00
Brierton,2023/06/28 15:00,UTCZ,2400.00,240.00,1800.00,1800.00,,0.00,,,99.00
Brierton,2023/06/28 15:05,UTCZ,2900.00,240.00,4390.00,4390.00,,0.00,,,99.00
Brierton,2023/06/28 15:10,UTCZ,2600.00,240.00,2240.00,2240.00,,0.00,,,99.00
Brierton,2023/06/28 15:15,UTCZ,3200.00,100.00,2590.00,2590.00,,0.00,,,99.00
Brierton,2023/06/28 15:20,UTCZ,5000.00,2280.00,2650.00,2650.00,,0.00,,,99.00
Brierton,2023/06/28 15:25,UTCZ,5300.00,2280.00,2890.00,2890.00,,0.00,,,100.00
Brierton,2023/06/28 15:30,UTCZ,2000.00,5170.00,-690.00,,-690.00,-2600.00,,-2600.00,100.00
Brierton,2023/06/28 15:35,UTCZ,1600.00,2350.00,0.00,,,-800.00,,-800.00,97.00
Brierton,2023/06/28 15:40,UTCZ,2000.00,260.00,1640.00,1640.00,,0.00,,,96.00
Brierton,2023/06/28 15:45,UTCZ,4900.00,250.00,3500.00,3500.00,,0.00,,,96.00
Brierton,2023/06/28 15:50,UTCZ,1900.00,260.00,2880.00,2880.00,,0.00,,,96.00
Brierton,2023/06/28 15:55,UTCZ,1800.00,130.00,1690.00,1690.00,,0.00,,,96.00
Brierton,2023/06/28 16:00,UTCZ,1800.00,120.00,1620.00,1620.00,,0.00,,,96.00
Brierton,2023/06/28 16:05,UTCZ,2700.00,210.00,2420.00,2420.00,,0.00,,,96.00
Brierton,2023/06/28 16:10,UTCZ,4400.00,160.00,3970.00,3970.00,,0.00,,,96.00
Brierton,2023/06/28 16:15,UTCZ,4400.00,340.00,3820.00,3820.00,,0.00,,,96.00
Brierton,2023/06/28 16:20,UTCZ,4100.00,340.00,3710.00,3710.00,,0.00,,,96.00
Brierton,2023/06/28 16:25,UTCZ,4000.00,330.00,3710.00,3710.00,,0.00,,,96.00
Brierton,2023/06/28 16:30,UTCZ,2300.00,180.00,1770.00,1770.00,,0.00,,,96.00
Brierton,2023/06/28 16:35,UTCZ,2000.00,170.00,1750.00,1750.00,,0.00,,,96.00
Brierton,2023/06/28 16:40,UTCZ,2800.00,260.00,2310.00,2310.00,,0.00,,,96.00
Brierton,2023/06/28 16:45,UTCZ,2900.00,240.00,4050.00,4050.00,,0.00,,,96.00
Brierton,2023/06/28 16:50,UTCZ,3800.00,230.00,3620.00,3620.00,,0.00,,,96.00
Brierton,2023/06/28 16:55,UTCZ,4200.00,370.00,3780.00,3780.00,,0.00,,,96.00
Brierton,2023/06/28 17:00,UTCZ,4200.00,370.00,3840.00,3840.00,,0.00,,,96.00
Brierton,2023/06/28 17:05,UTCZ,4000.00,430.00,3490.00,3490.00,,0.00,,,96.00
Brierton,2023/06/28 17:10,UTCZ,2300.00,280.00,1820.00,1820.00,,0.00,,,96.00
Brierton,2023/06/28 17:15,UTCZ,2300.00,280.00,1820.00,1820.00,,0.00,,,96.00
Brierton,2023/06/28 17:20,UTCZ,2300.00,220.00,1830.00,1830.00,,0.00,,,96.00
Brierton,2023/06/28 17:25,UTCZ,3900.00,200.00,3640.00,3640.00,,0.00,,,96.00
Brierton,2023/06/28 17:30,UTCZ,2200.00,210.00,1910.00,1910.00,,0.00,,,96.00
Brierton,2023/06/28 17:35,UTCZ,4300.00,390.00,3880.00,3880.00,,0.00,,,96.00
Brierton,2023/06/28 17:40,UTCZ,2000.00,400.00,1580.00,1580.00,,0.00,,,96.00
Brierton,2023/06/28 17:45,UTCZ,3600.00,370.00,2360.00,2360.00,,0.00,,,96.00
Brierton,2023/06/28 17:50,UTCZ,4500.00,220.00,4120.00,4120.00,,0.00,,,96.00
Brierton,2023/06/28 17:55,UTCZ,4100.00,280.00,3870.00,3870.00,,0.00,,,96.00
Brierton,2023/06/28 18:00,UTCZ,1200.00,240.00,950.00,950.00,,0.00,,,96.00
Brierton,2023/06/28 18:05,UTCZ,900.00,390.00,510.00,510.00,,0.00,,,96.00
Brierton,2023/06/28 18:10,UTCZ,700.00,350.00,380.00,380.00,,0.00,,,96.00
Brierton,2023/06/28 18:15,UTCZ,400.00,360.00,150.00,150.00,,0.00,,,96.00
Brierton,2023/06/28 18:20,UTCZ,300.00,250.00,140.00,140.00,,0.00,,,96.00
Brierton,2023/06/28 18:25,UTCZ,200.00,200.00,-40.00,,-40.00,0.00,,,96.00
Brierton,2023/06/28 18:30,UTCZ,100.00,240.00,0.00,,,-100.00,,-100.00,96.00
Brierton,2023/06/28 18:35,UTCZ,200.00,230.00,-80.00,,-80.00,0.00,,,95.00
Brierton,2023/06/28 18:40,UTCZ,100.00,370.00,-30.00,,-30.00,-200.00,,-200.00,95.00
Brierton,2023/06/28 18:45,UTCZ,100.00,370.00,-30.00,,-30.00,-200.00,,-200.00,95.00
Brierton,2023/06/28 18:50,UTCZ,400.00,400.00,-80.00,,-80.00,0.00,,,95.00
Brierton,2023/06/28 18:55,UTCZ,500.00,190.00,-40.00,,-40.00,200.00,200.00,,95.00
Brierton,2023/06/28 19:00,UTCZ,800.00,220.00,0.00,,,400.00,400.00,,96.00
Brierton,2023/06/28 19:05,UTCZ,800.00,210.00,0.00,,,500.00,500.00,,97.00
Brierton,2023/06/28 19:10,UTCZ,800.00,200.00,20.00,20.00,,400.00,400.00,,98.00
Brierton,2023/06/28 19:15,UTCZ,900.00,210.00,140.00,140.00,,400.00,400.00,,99.00
Brierton,2023/06/28 19:20,UTCZ,1000.00,380.00,20.00,20.00,,400.00,400.00,,99.00
Brierton,2023/06/28 19:25,UTCZ,800.00,390.00,450.00,450.00,,0.00,,,99.00
Brierton,2023/06/28 19:30,UTCZ,900.00,350.00,500.00,500.00,,0.00,,,99.00
Brierton,2023/06/28 19:35,UTCZ,900.00,230.00,630.00,630.00,,0.00,,,99.00
Brierton,2023/06/28 19:40,UTCZ,800.00,190.00,540.00,540.00,,0.00,,,99.00
Brierton,2023/06/28 19:45,UTCZ,600.00,180.00,500.00,500.00,,0.00,,,99.00
Brierton,2023/06/28 19:50,UTCZ,500.00,200.00,360.00,360.00,,0.00,,,99.00
Brierton,2023/06/28 19:55,UTCZ,400.00,380.00,40.00,40.00,,0.00,,,99.00
Brierton,2023/06/28 20:00,UTCZ,400.00,380.00,-30.00,,-30.00,0.00,,,99.00
Brierton,2023/06/28 20:05,UTCZ,400.00,370.00,90.00,90.00,,0.00,,,99.00
Brierton,2023/06/28 20:10,UTCZ,400.00,360.00,10.00,10.00,,0.00,,,99.00
Brierton,2023/06/28 20:15,UTCZ,400.00,210.00,120.00,120.00,,0.00,,,99.00
Brierton,2023/06/28 20:20,UTCZ,400.00,210.00,150.00,150.00,,0.00,,,99.00
Brierton,2023/06/28 20:25,UTCZ,300.00,220.00,110.00,110.00,,0.00,,,99.00
Brierton,2023/06/28 20:30,UTCZ,200.00,210.00,80.00,80.00,,0.00,,,99.00
Brierton,2023/06/28 20:35,UTCZ,200.00,370.00,10.00,10.00,,-100.00,,-100.00,99.00
Brierton,2023/06/28 20:40,UTCZ,200.00,340.00,-40.00,,-40.00,-100.00,,-100.00,99.00
Brierton,2023/06/28 20:45,UTCZ,100.00,360.00,-30.00,,-30.00,-200.00,,-200.00,99.00
Brierton,2023/06/28 20:50,UTCZ,100.00,220.00,-60.00,,-60.00,-100.00,,-100.00,99.00
Brierton,2023/06/28 20:55,UTCZ,100.00,220.00,-60.00,,-60.00,-100.00,,-100.00,99.00
Brierton,2023/06/28 21:00,UTCZ,0.00,220.00,10.00,10.00,,-100.00,,-100.00,98.00
Brierton,2023/06/28 21:05,UTCZ,0.00,380.00,10.00,10.00,,-300.00,,-300.00,98.00
Brierton,2023/06/28 21:10,UTCZ,0.00,350.00,0.00,,,-300.00,,-300.00,97.00
Brierton,2023/06/28 21:15,UTCZ,0.00,370.00,-40.00,,-40.00,-300.00,,-300.00,97.00
Brierton,2023/06/28 21:20,UTCZ,0.00,210.00,40.00,40.00,,-200.00,,-200.00,96.00
Brierton,2023/06/28 21:25,UTCZ,0.00,210.00,20.00,20.00,,-100.00,,-100.00,96.00
Brierton,2023/06/28 21:30,UTCZ,0.00,220.00,20.00,20.00,,-200.00,,-200.00,95.00
Brierton,2023/06/28 21:35,UTCZ,0.00,220.00,20.00,20.00,,-200.00,,-200.00,95.00
Brierton,2023/06/28 21:40,UTCZ,0.00,410.00,0.00,,,-400.00,,-400.00,94.00
Brierton,2023/06/28 21:45,UTCZ,0.00,370.00,-40.00,,-40.00,-400.00,,-400.00,94.00
Brierton,2023/06/28 21:50,UTCZ,0.00,360.00,10.00,10.00,,-300.00,,-300.00,93.00
Brierton,2023/06/28 21:55,UTCZ,0.00,360.00,0.00,,,-400.00,,-400.00,92.00
Brierton,2023/06/28 22:00,UTCZ,0.00,210.00,20.00,20.00,,-200.00,,-200.00,92.00
Brierton,2023/06/28 22:05,UTCZ,0.00,220.00,0.00,,,-200.00,,-200.00,91.00
Brierton,2023/06/28 22:10,UTCZ,0.00,230.00,10.00,10.00,,-200.00,,-200.00,91.00
Brierton,2023/06/28 22:15,UTCZ,0.00,230.00,0.00,,,-200.00,,-200.00,90.00
Brierton,2023/06/28 22:20,UTCZ,0.00,370.00,-30.00,,-30.00,-400.00,,-400.00,90.00
Brierton,2023/06/28 22:25,UTCZ,0.00,380.00,0.00,,,-400.00,,-400.00,89.00
Brierton,2023/06/28 22:30,UTCZ,0.00,360.00,30.00,30.00,,-400.00,,-400.00,88.00
Brierton,2023/06/28 22:35,UTCZ,0.00,370.00,0.00,,,-400.00,,-400.00,87.00
Brierton,2023/06/28 22:40,UTCZ,0.00,360.00,10.00,10.00,,-400.00,,-400.00,87.00
Brierton,2023/06/28 22:45,UTCZ,0.00,360.00,0.00,,,-400.00,,-400.00,86.00
Brierton,2023/06/28 22:50,UTCZ,0.00,360.00,10.00,10.00,,-400.00,,-400.00,85.00
Brierton,2023/06/28 22:55,UTCZ,0.00,360.00,0.00,,,-400.00,,-400.00,84.00
Brierton,2023/06/28 23:00,UTCZ,0.00,370.00,0.00,,,-400.00,,-400.00,84.00
Brierton,2023/06/28 23:05,UTCZ,0.00,510.00,0.00,,,-500.00,,-500.00,83.00
Brierton,2023/06/28 23:10,UTCZ,0.00,500.00,0.00,,,-500.00,,-500.00,82.00
Brierton,2023/06/28 23:15,UTCZ,0.00,510.00,20.00,20.00,,-500.00,,-500.00,82.00
Brierton,2023/06/28 23:20,UTCZ,0.00,500.00,0.00,,,-500.00,,-500.00,81.00
Brierton,2023/06/28 23:25,UTCZ,0.00,500.00,-10.00,,-10.00,-500.00,,-500.00,80.00
Brierton,2023/06/28 23:30,UTCZ,0.00,500.00,0.00,,,-500.00,,-500.00,79.00
Brierton,2023/06/28 23:35,UTCZ,0.00,490.00,0.00,,,-500.00,,-500.00,78.00
Brierton,2023/06/28 23:40,UTCZ,0.00,500.00,0.00,,,-500.00,,-500.00,77.00
Brierton,2023/06/28 23:45,UTCZ,0.00,490.00,0.00,,,-500.00,,-500.00,76.00
Brierton,2023/06/28 23:50,UTCZ,0.00,490.00,-10.00,,-10.00,-500.00,,-500.00,75.00
Brierton,2023/06/28 23:55,UTCZ,0.00,490.00,0.00,,,-500.00,,-500.00,74.00
Brierton,2023/06/29 00:00,UTCZ,0.00,210.00,10.00,10.00,,-200.00,,-200.00,73.00
Brierton,2023/06/29 00:05,UTCZ,0.00,380.00,0.00,,,-400.00,,-400.00,73.00
Brierton,2023/06/29 00:10,UTCZ,0.00,390.00,0.00,,,-400.00,,-400.00,72.00
Brierton,2023/06/29 00:15,UTCZ,0.00,380.00,-10.00,,-10.00,-400.00,,-400.00,71.00
Brierton,2023/06/29 00:20,UTCZ,0.00,380.00,0.00,,,-400.00,,-400.00,71.00
Brierton,2023/06/29 00:25,UTCZ,0.00,380.00,0.00,,,-400.00,,-400.00,70.00
Brierton,2023/06/29 00:30,UTCZ,0.00,380.00,0.00,,,-400.00,,-400.00,69.00
Brierton,2023/06/29 00:35,UTCZ,0.00,380.00,0.00,,,-400.00,,-400.00,68.00
Brierton,2023/06/29 00:40,UTCZ,0.00,380.00,10.00,10.00,,-400.00,,-400.00,67.00
Brierton,2023/06/29 00:45,UTCZ,0.00,380.00,20.00,20.00,,-400.00,,-400.00,67.00
Brierton,2023/06/29 00:50,UTCZ,0.00,370.00,0.00,,,-400.00,,-400.00,66.00
Brierton,2023/06/29 00:55,UTCZ,0.00,340.00,10.00,10.00,,-400.00,,-400.00,65.00
Brierton,2023/06/29 01:00,UTCZ,0.00,320.00,0.00,,,-300.00,,-300.00,65.00
Brierton,2023/06/29 01:05,UTCZ,0.00,330.00,0.00,,,-300.00,,-300.00,64.00
Brierton,2023/06/29 01:10,UTCZ,0.00,310.00,-10.00,,-10.00,-300.00,,-300.00,63.00
Brierton,2023/06/29 01:15,UTCZ,0.00,320.00,0.00,,,-300.00,,-300.00,63.00
Brierton,2023/06/29 01:20,UTCZ,0.00,320.00,10.00,10.00,,-300.00,,-300.00,62.00
Brierton,2023/06/29 01:25,UTCZ,0.00,170.00,0.00,,,-200.00,,-200.00,62.00
Brierton,2023/06/29 01:30,UTCZ,0.00,150.00,0.00,,,-200.00,,-200.00,61.00
Brierton,2023/06/29 01:35,UTCZ,0.00,370.00,-30.00,,-30.00,-400.00,,-400.00,61.00
Brierton,2023/06/29 01:40,UTCZ,0.00,320.00,-20.00,,-20.00,-300.00,,-300.00,60.00
Brierton,2023/06/29 01:45,UTCZ,0.00,310.00,-10.00,,-10.00,-300.00,,-300.00,60.00
Brierton,2023/06/29 01:50,UTCZ,0.00,310.00,0.00,,,-300.00,,-300.00,59.00
Brierton,2023/06/29 01:55,UTCZ,0.00,180.00,-10.00,,-10.00,-200.00,,-200.00,58.00
Brierton,2023/06/29 02:00,UTCZ,0.00,140.00,-2920.00,,-2920.00,2400.00,2400.00,,61.00
Brierton,2023/06/29 02:05,UTCZ,0.00,290.00,-3070.00,,-3070.00,2400.00,2400.00,,65.00
Brierton,2023/06/29 02:10,UTCZ,0.00,300.00,-3060.00,,-3060.00,2500.00,2500.00,,69.00
Brierton,2023/06/29 02:15,UTCZ,0.00,300.00,-3070.00,,-3070.00,2500.00,2500.00,,71.00
Brierton,2023/06/29 02:20,UTCZ,0.00,280.00,-3070.00,,-3070.00,2500.00,2500.00,,75.00
Brierton,2023/06/29 02:25,UTCZ,0.00,150.00,-2890.00,,-2890.00,2500.00,2500.00,,79.00
Brierton,2023/06/29 02:30,UTCZ,0.00,140.00,-2900.00,,-2900.00,2500.00,2500.00,,83.00
Brierton,2023/06/29 02:35,UTCZ,0.00,130.00,-2880.00,,-2880.00,2400.00,2400.00,,88.00
Brierton,2023/06/29 02:40,UTCZ,0.00,350.00,-1580.00,,-1580.00,1000.00,1000.00,,91.00
Brierton,2023/06/29 02:45,UTCZ,0.00,300.00,-1500.00,,-1500.00,1000.00,1000.00,,93.00
Brierton,2023/06/29 02:50,UTCZ,0.00,300.00,-1510.00,,-1510.00,1000.00,1000.00,,95.00
Brierton,2023/06/29 02:55,UTCZ,0.00,310.00,-1510.00,,-1510.00,1000.00,1000.00,,96.00
Brierton,2023/06/29 03:00,UTCZ,0.00,160.00,-1350.00,,-1350.00,1000.00,1000.00,,98.00
Brierton,2023/06/29 03:05,UTCZ,0.00,150.00,-790.00,,-790.00,400.00,400.00,,99.00
Brierton,2023/06/29 03:10,UTCZ,0.00,180.00,-320.00,,-320.00,0.00,,,99.00
Brierton,2023/06/29 03:15,UTCZ,0.00,160.00,-210.00,,-210.00,0.00,,,99.00
Brierton,2023/06/29 03:20,UTCZ,0.00,310.00,-380.00,,-380.00,0.00,,,99.00
Brierton,2023/06/29 03:25,UTCZ,0.00,300.00,-510.00,,-510.00,0.00,,,99.00
Brierton,2023/06/29 03:30,UTCZ,0.00,150.00,-250.00,,-250.00,0.00,,,99.00
Brierton,2023/06/29 03:35,UTCZ,0.00,180.00,-220.00,,-220.00,0.00,,,99.00
Brierton,2023/06/29 03:40,UTCZ,0.00,70.00,-130.00,,-130.00,0.00,,,99.00
Brierton,2023/06/29 03:45,UTCZ,0.00,230.00,-290.00,,-290.00,0.00,,,99.00
Brierton,2023/06/29 03:50,UTCZ,0.00,210.00,-270.00,,-270.00,0.00,,,99.00
Brierton,2023/06/29 03:55,UTCZ,0.00,210.00,-270.00,,-270.00,0.00,,,99.00
Brierton,2023/06/29 04:05,UTCZ,0.00,60.00,10.00,10.00,,-100.00,,-100.00,99.00
Brierton,2023/06/29 04:10,UTCZ,0.00,50.00,10.00,10.00,,-100.00,,-100.00,99.00
Brierton,2023/06/29 04:20,UTCZ,0.00,240.00,0.00,,,-200.00,,-200.00,98.00
Brierton,2023/06/29 04:35,UTCZ,0.00,210.00,0.00,,,-200.00,,-200.00,97.00
Brierton,2023/06/29 04:40,UTCZ,0.00,70.00,20.00,20.00,,-100.00,,-100.00,97.00
Brierton,2023/06/29 04:45,UTCZ,0.00,50.00,-40.00,,-40.00,-100.00,,-100.00,96.00
Brierton,2023/06/29 04:50,UTCZ,0.00,70.00,10.00,10.00,,-100.00,,-100.00,96.00
Brierton,2023/06/29 05:05,UTCZ,0.00,200.00,20.00,20.00,,-200.00,,-200.00,95.00
Brierton,2023/06/29 05:10,UTCZ,0.00,50.00,10.00,10.00,,-100.00,,-100.00,95.00
Brierton,2023/06/29 05:15,UTCZ,0.00,200.00,20.00,20.00,,-200.00,,-200.00,95.00
Brierton,2023/06/29 05:20,UTCZ,0.00,50.00,10.00,10.00,,-100.00,,-100.00,95.00
Brierton,2023/06/29 05:25,UTCZ,0.00,70.00,10.00,10.00,,0.00,,,95.00
Brierton,2023/06/29 05:30,UTCZ,0.00,220.00,0.00,,,-100.00,,-100.00,94.00
Brierton,2023/06/29 05:35,UTCZ,0.00,210.00,10.00,10.00,,-100.00,,-100.00,94.00
Brierton,2023/06/29 05:40,UTCZ,0.00,210.00,10.00,10.00,,-100.00,,-100.00,94.00
Brierton,2023/06/29 05:50,UTCZ,100.00,50.00,-20.00,,-20.00,0.00,,,94.00
Brierton,2023/06/29 05:55,UTCZ,100.00,50.00,-30.00,,-30.00,0.00,,,94.00
Brierton,2023/06/29 06:00,UTCZ,500.00,50.00,30.00,30.00,,300.00,300.00,,95.00
Brierton,2023/06/29 06:05,UTCZ,700.00,220.00,30.00,30.00,,300.00,300.00,,96.00
Brierton,2023/06/29 06:10,UTCZ,700.00,210.00,40.00,40.00,,400.00,400.00,,96.00
Brierton,2023/06/29 06:15,UTCZ,1000.00,190.00,60.00,60.00,,700.00,700.00,,98.00
Brierton,2023/06/29 06:20,UTCZ,1100.00,210.00,390.00,390.00,,400.00,400.00,,99.00
Brierton,2023/06/29 06:25,UTCZ,1100.00,70.00,980.00,980.00,,0.00,,,99.00
Brierton,2023/06/29 06:30,UTCZ,1100.00,70.00,1060.00,1060.00,,0.00,,,99.00
Brierton,2023/06/29 06:35,UTCZ,1200.00,60.00,1110.00,1110.00,,0.00,,,99.00
Brierton,2023/06/29 06:45,UTCZ,1300.00,220.00,1060.00,1060.00,,0.00,,,99.00
Brierton,2023/06/29 06:55,UTCZ,1500.00,70.00,1420.00,1420.00,,0.00,,,99.00
Brierton,2023/06/29 07:05,UTCZ,1800.00,70.00,1660.00,1660.00,,0.00,,,99.00
Brierton,2023/06/29 07:10,UTCZ,1800.00,70.00,1660.00,1660.00,,0.00,,,99.00
Brierton,2023/06/29 07:20,UTCZ,2000.00,210.00,1670.00,1670.00,,0.00,,,99.00
Brierton,2023/06/29 07:35,UTCZ,2600.00,70.00,2420.00,2420.00,,0.00,,,99.00
Brierton,2023/06/29 07:40,UTCZ,2800.00,60.00,2700.00,2700.00,,0.00,,,99.00
Brierton,2023/06/29 07:45,UTCZ,3000.00,70.00,2920.00,2920.00,,0.00,,,99.00
Brierton,2023/06/29 07:50,UTCZ,1400.00,60.00,1320.00,1320.00,,0.00,,,99.00
Brierton,2023/06/29 07:55,UTCZ,1300.00,2880.00,0.00,,,-1700.00,,-1700.00,98.00
Brierton,2023/06/29 08:00,UTCZ,1100.00,2990.00,10.00,10.00,,-2000.00,,-2000.00,94.00
Brierton,2023/06/29 08:05,UTCZ,1300.00,3020.00,0.00,,,-1800.00,,-1800.00,91.00
