Plant Name,Updated Time,Time Zone,Production Power(W),Consumption Power(W),Grid Power(W),Feed-in Power(W),Purchasing Power(W),Battery Power(W),Charging Power(W),Discharging Power(W),SoC(%)
Brierton,2023/05/18 14:00,UTCZ,0.00,520.00,-510.00,,-510.00,0.00,,,0.00
Brierton,2023/05/18 14:05,UTCZ,0.00,590.00,-970.00,,-970.00,0.00,,,0.00
Brierton,2023/05/18 14:10,UTCZ,0.00,970.00,-580.00,,-580.00,0.00,,,0.00
Brierton,2023/05/18 14:15,UTCZ,0.00,590.00,-590.00,,-590.00,0.00,,,0.00
Brierton,2023/05/18 14:20,UTCZ,0.00,540.00,-540.00,,-540.00,0.00,,,0.00
Brierton,2023/05/18 14:25,UTCZ,0.00,950.00,-510.00,,-510.00,0.00,,,0.00
Brierton,2023/05/18 14:30,UTCZ,0.00,960.00,-540.00,,-540.00,0.00,,,0.00
Brierton,2023/05/18 14:40,UTCZ,0.00,310.00,-780.00,,-780.00,0.00,,,0.00
Brierton,2023/05/18 14:45,UTCZ,0.00,740.00,-330.00,,-330.00,0.00,,,0.00
Brierton,2023/05/18 14:50,UTCZ,0.00,870.00,-450.00,,-450.00,0.00,,,0.00
Brierton,2023/05/18 14:55,UTCZ,0.00,440.00,-840.00,,-840.00,0.00,,,0.00
Brierton,2023/05/18 15:00,UTCZ,0.00,550.00,-530.00,,-530.00,0.00,,,0.00
Brierton,2023/05/18 15:05,UTCZ,0.00,390.00,-420.00,,-420.00,0.00,,,0.00
Brierton,2023/05/18 15:10,UTCZ,0.00,400.00,-860.00,,-860.00,0.00,,,0.00
Brierton,2023/05/18 15:15,UTCZ,0.00,1180.00,-520.00,,-520.00,0.00,,,0.00
Brierton,2023/05/18 15:20,UTCZ,0.00,550.00,-570.00,,-570.00,0.00,,,0.00
Brierton,2023/05/18 15:25,UTCZ,0.00,550.00,-1030.00,,-1030.00,0.00,,,0.00
Brierton,2023/05/18 15:30,UTCZ,0.00,400.00,-430.00,,-430.00,0.00,,,0.00
Brierton,2023/05/18 15:35,UTCZ,2600.00,400.00,160.00,160.00,,1800.00,1800.00,,55.00
Brierton,2023/05/18 15:40,UTCZ,3100.00,580.00,190.00,190.00,,1900.00,1900.00,,58.00
Brierton,2023/05/18 15:45,UTCZ,3700.00,500.00,380.00,380.00,,2400.00,2400.00,,62.00
Brierton,2023/05/18 15:50,UTCZ,3100.00,360.00,170.00,170.00,,2200.00,2200.00,,66.00
Brierton,2023/05/18 15:55,UTCZ,2600.00,350.00,30.00,30.00,,2000.00,2000.00,,69.00
Brierton,2023/05/18 16:05,UTCZ,3100.00,1120.00,70.00,70.00,,2200.00,2200.00,,76.00
Brierton,2023/05/18 16:10,UTCZ,2200.00,3410.00,-240.00,,-240.00,-1300.00,,-1300.00,78.00
Brierton,2023/05/18 16:15,UTCZ,2600.00,790.00,160.00,160.00,,1600.00,1600.00,,80.00
Brierton,2023/05/18 16:20,UTCZ,4000.00,540.00,10.00,10.00,,2600.00,2600.00,,83.00
Brierton,2023/05/18 16:25,UTCZ,2100.00,440.00,260.00,260.00,,1300.00,1300.00,,87.00
Brierton,2023/05/18 16:30,UTCZ,1900.00,2440.00,0.00,,,-600.00,,-600.00,88.00
Brierton,2023/05/18 16:35,UTCZ,2300.00,3710.00,-20.00,,-20.00,-1400.00,,-1400.00,89.00
Brierton,2023/05/18 16:40,UTCZ,2400.00,2650.00,0.00,,,-600.00,,-600.00,88.00
Brierton,2023/05/18 16:45,UTCZ,2200.00,2040.00,0.00,,,0.00,,,88.00
Brierton,2023/05/18 16:50,UTCZ,2200.00,2230.00,-40.00,,-40.00,0.00,,,88.00
Brierton,2023/05/18 16:55,UTCZ,1900.00,2250.00,0.00,,,-300.00,,-300.00,87.00
Brierton,2023/05/18 17:00,UTCZ,1800.00,2090.00,0.00,,,-300.00,,-300.00,86.00
Brierton,2023/05/18 17:10,UTCZ,1700.00,680.00,-50.00,,-50.00,700.00,700.00,,88.00
Brierton,2023/05/18 17:15,UTCZ,1900.00,1010.00,380.00,380.00,,800.00,800.00,,89.00
Brierton,2023/05/18 17:20,UTCZ,1700.00,990.00,0.00,,,600.00,600.00,,90.00
Brierton,2023/05/18 17:25,UTCZ,1600.00,450.00,0.00,,,600.00,600.00,,91.00
Brierton,2023/05/18 17:30,UTCZ,1500.00,820.00,-60.00,,-60.00,600.00,600.00,,92.00
Brierton,2023/05/18 17:35,UTCZ,1400.00,790.00,0.00,,,500.00,500.00,,94.00
Brierton,2023/05/18 17:40,UTCZ,1300.00,980.00,-30.00,,-30.00,200.00,200.00,,94.00
Brierton,2023/05/18 17:45,UTCZ,1300.00,570.00,-10.00,,-10.00,300.00,300.00,,95.00
Brierton,2023/05/18 17:50,UTCZ,1200.00,790.00,-80.00,,-80.00,400.00,400.00,,94.00
Brierton,2023/05/18 17:55,UTCZ,1100.00,430.00,10.00,10.00,,200.00,200.00,,95.00
Brierton,2023/05/18 18:00,UTCZ,1100.00,780.00,-20.00,,-20.00,100.00,100.00,,95.00
Brierton,2023/05/18 18:05,UTCZ,1000.00,2410.00,10.00,10.00,,-1500.00,,-1500.00,93.00
Brierton,2023/05/18 18:10,UTCZ,1000.00,570.00,-320.00,,-320.00,300.00,300.00,,93.00
Brierton,2023/05/18 18:15,UTCZ,1000.00,550.00,110.00,110.00,,300.00,300.00,,93.00
Brierton,2023/05/18 18:20,UTCZ,1000.00,410.00,40.00,40.00,,400.00,400.00,,94.00
Brierton,2023/05/18 18:25,UTCZ,1000.00,410.00,40.00,40.00,,400.00,400.00,,94.00
Brierton,2023/05/18 18:30,UTCZ,1000.00,980.00,30.00,30.00,,300.00,300.00,,95.00
Brierton,2023/05/18 18:35,UTCZ,1000.00,620.00,80.00,80.00,,300.00,300.00,,96.00
Brierton,2023/05/18 18:40,UTCZ,1100.00,620.00,10.00,10.00,,300.00,300.00,,96.00
Brierton,2023/05/18 18:45,UTCZ,1100.00,620.00,10.00,10.00,,300.00,300.00,,96.00
Brierton,2023/05/18 18:50,UTCZ,1200.00,600.00,30.00,30.00,,500.00,500.00,,98.00
Brierton,2023/05/18 18:55,UTCZ,1200.00,580.00,80.00,80.00,,400.00,400.00,,99.00
Brierton,2023/05/18 19:00,UTCZ,1200.00,410.00,230.00,230.00,,400.00,400.00,,99.00
Brierton,2023/05/18 19:05,UTCZ,1300.00,440.00,270.00,270.00,,500.00,500.00,,99.00
Brierton,2023/05/18 19:10,UTCZ,1100.00,620.00,-30.00,,-30.00,300.00,300.00,,99.00
Brierton,2023/05/18 19:15,UTCZ,1000.00,590.00,60.00,60.00,,200.00,200.00,,99.00
Brierton,2023/05/18 19:20,UTCZ,900.00,430.00,0.00,,,200.00,200.00,,99.00
Brierton,2023/05/18 19:25,UTCZ,600.00,620.00,-330.00,,-330.00,0.00,,,99.00
Brierton,2023/05/18 19:30,UTCZ,400.00,570.00,0.00,,,-100.00,,-100.00,99.00
Brierton,2023/05/18 19:35,UTCZ,200.00,1190.00,10.00,10.00,,-1000.00,,-1000.00,98.00
Brierton,2023/05/18 19:40,UTCZ,100.00,1100.00,10.00,10.00,,-800.00,,-800.00,96.00
Brierton,2023/05/18 19:45,UTCZ,100.00,480.00,180.00,180.00,,-400.00,,-400.00,95.00
Brierton,2023/05/18 19:50,UTCZ,100.00,840.00,20.00,20.00,,-300.00,,-300.00,95.00
Brierton,2023/05/18 19:55,UTCZ,0.00,650.00,-250.00,,-250.00,-500.00,,-500.00,94.00
Brierton,2023/05/18 20:00,UTCZ,0.00,610.00,-20.00,,-20.00,-700.00,,-700.00,93.00
Brierton,2023/05/18 20:05,UTCZ,0.00,2140.00,20.00,20.00,,-2200.00,,-2200.00,92.00
Brierton,2023/05/18 20:10,UTCZ,0.00,450.00,-270.00,,-270.00,-400.00,,-400.00,90.00
Brierton,2023/05/18 20:15,UTCZ,0.00,830.00,360.00,360.00,,-800.00,,-800.00,89.00
Brierton,2023/05/18 20:20,UTCZ,0.00,480.00,30.00,30.00,,-400.00,,-400.00,88.00
Brierton,2023/05/18 20:25,UTCZ,0.00,630.00,30.00,30.00,,-500.00,,-500.00,87.00
Brierton,2023/05/18 20:30,UTCZ,0.00,610.00,0.00,,,-500.00,,-500.00,86.00
Brierton,2023/05/18 20:35,UTCZ,0.00,430.00,10.00,10.00,,-300.00,,-300.00,85.00
Brierton,2023/05/18 20:40,UTCZ,0.00,470.00,20.00,20.00,,-400.00,,-400.00,84.00
Brierton,2023/05/18 20:45,UTCZ,0.00,3230.00,-750.00,,-750.00,-2500.00,,-2500.00,82.00
Brierton,2023/05/18 20:50,UTCZ,0.00,580.00,0.00,,,-500.00,,-500.00,81.00
Brierton,2023/05/18 20:55,UTCZ,0.00,600.00,0.00,,,-600.00,,-600.00,81.00
Brierton,2023/05/18 21:00,UTCZ,0.00,590.00,20.00,20.00,,-600.00,,-600.00,79.00
Brierton,2023/05/18 21:05,UTCZ,0.00,450.00,30.00,30.00,,-500.00,,-500.00,78.00
Brierton,2023/05/18 21:10,UTCZ,0.00,450.00,20.00,20.00,,-500.00,,-500.00,78.00
Brierton,2023/05/18 21:15,UTCZ,0.00,460.00,-30.00,,-30.00,-400.00,,-400.00,77.00
Brierton,2023/05/18 21:20,UTCZ,0.00,690.00,0.00,,,-600.00,,-600.00,76.00
Brierton,2023/05/18 21:25,UTCZ,0.00,690.00,0.00,,,-600.00,,-600.00,76.00
Brierton,2023/05/18 21:30,UTCZ,0.00,500.00,-30.00,,-30.00,-400.00,,-400.00,74.00
Brierton,2023/05/18 21:35,UTCZ,0.00,570.00,10.00,10.00,,-500.00,,-500.00,73.00
Brierton,2023/05/18 21:40,UTCZ,0.00,450.00,10.00,10.00,,-500.00,,-500.00,72.00
Brierton,2023/05/18 21:45,UTCZ,0.00,620.00,-30.00,,-30.00,-700.00,,-700.00,71.00
Brierton,2023/05/18 21:50,UTCZ,0.00,660.00,-10.00,,-10.00,-700.00,,-700.00,70.00
Brierton,2023/05/18 21:55,UTCZ,0.00,3320.00,-920.00,,-920.00,-2500.00,,-2500.00,66.00
Brierton,2023/05/18 22:00,UTCZ,0.00,3300.00,-910.00,,-910.00,-2500.00,,-2500.00,61.00
Brierton,2023/05/18 22:05,UTCZ,0.00,3180.00,-770.00,,-770.00,-2500.00,,-2500.00,58.00
Brierton,2023/05/18 22:10,UTCZ,0.00,3150.00,-770.00,,-770.00,-2500.00,,-2500.00,54.00
Brierton,2023/05/18 22:15,UTCZ,0.00,3150.00,-750.00,,-750.00,-2500.00,,-2500.00,49.00
Brierton,2023/05/18 22:20,UTCZ,0.00,3310.00,-920.00,,-920.00,-2500.00,,-2500.00,45.00
Brierton,2023/05/18 22:25,UTCZ,0.00,3320.00,-930.00,,-930.00,-2500.00,,-2500.00,40.00
Brierton,2023/05/18 22:30,UTCZ,0.00,3570.00,-1200.00,,-1200.00,-2500.00,,-2500.00,36.00
Brierton,2023/05/18 22:35,UTCZ,0.00,820.00,10.00,10.00,,-800.00,,-800.00,35.00
Brierton,2023/05/18 22:40,UTCZ,0.00,410.00,0.00,,,-400.00,,-400.00,33.00
Brierton,2023/05/18 22:45,UTCZ,0.00,660.00,0.00,,,-600.00,,-600.00,33.00
Brierton,2023/05/18 22:50,UTCZ,0.00,540.00,-10.00,,-10.00,-500.00,,-500.00,32.00
Brierton,2023/05/18 22:55,UTCZ,0.00,560.00,0.00,,,-600.00,,-600.00,31.00
Brierton,2023/05/18 23:00,UTCZ,0.00,540.00,0.00,,,-500.00,,-500.00,30.00
Brierton,2023/05/18 23:05,UTCZ,0.00,400.00,10.00,10.00,,-400.00,,-400.00,29.00
Brierton,2023/05/18 23:10,UTCZ,0.00,470.00,30.00,30.00,,-400.00,,-400.00,28.00
Brierton,2023/05/18 23:15,UTCZ,0.00,410.00,0.00,,,-400.00,,-400.00,27.00
Brierton,2023/05/18 23:20,UTCZ,0.00,430.00,20.00,20.00,,-400.00,,-400.00,27.00
Brierton,2023/05/18 23:25,UTCZ,0.00,590.00,0.00,,,-600.00,,-600.00,25.00
Brierton,2023/05/18 23:30,UTCZ,0.00,550.00,0.00,,,-600.00,,-600.00,24.00
Brierton,2023/05/18 23:35,UTCZ,0.00,440.00,30.00,30.00,,-500.00,,-500.00,23.00
Brierton,2023/05/18 23:40,UTCZ,0.00,430.00,0.00,,,-400.00,,-400.00,22.00
Brierton,2023/05/18 23:45,UTCZ,0.00,430.00,0.00,,,-400.00,,-400.00,22.00
Brierton,2023/05/18 23:50,UTCZ,0.00,600.00,0.00,,,-600.00,,-600.00,21.00
Brierton,2023/05/18 23:55,UTCZ,0.00,1410.00,-1370.00,,-1370.00,0.00,,,20.00
Brierton,2023/05/19 00:00,UTCZ,0.00,600.00,-560.00,,-560.00,0.00,,,20.00
Brierton,2023/05/19 00:05,UTCZ,0.00,430.00,-440.00,,-440.00,0.00,,,20.00
Brierton,2023/05/19 00:10,UTCZ,0.00,460.00,-470.00,,-470.00,0.00,,,20.00
Brierton,2023/05/19 00:15,UTCZ,0.00,460.00,-470.00,,-470.00,0.00,,,20.00
Brierton,2023/05/19 00:20,UTCZ,0.00,400.00,-430.00,,-430.00,0.00,,,20.00
Brierton,2023/05/19 00:25,UTCZ,0.00,580.00,-570.00,,-570.00,0.00,,,20.00
Brierton,2023/05/19 00:30,UTCZ,0.00,3300.00,-3290.00,,-3290.00,0.00,,,20.00
Brierton,2023/05/19 00:35,UTCZ,0.00,3310.00,-3280.00,,-3280.00,0.00,,,20.00
Brierton,2023/05/19 00:40,UTCZ,0.00,3290.00,-3300.00,,-3300.00,0.00,,,20.00
Brierton,2023/05/19 00:45,UTCZ,0.00,3200.00,-3210.00,,-3210.00,0.00,,,20.00
Brierton,2023/05/19 00:50,UTCZ,0.00,3170.00,-3110.00,,-3110.00,0.00,,,20.00
Brierton,2023/05/19 00:55,UTCZ,0.00,2990.00,-3000.00,,-3000.00,0.00,,,20.00
Brierton,2023/05/19 01:00,UTCZ,0.00,2970.00,-2980.00,,-2980.00,0.00,,,20.00
Brierton,2023/05/19 01:05,UTCZ,0.00,2950.00,-2960.00,,-2960.00,0.00,,,20.00
Brierton,2023/05/19 01:10,UTCZ,0.00,3100.00,-3120.00,,-3120.00,0.00,,,20.00
Brierton,2023/05/19 01:15,UTCZ,0.00,3140.00,-3150.00,,-3150.00,0.00,,,20.00
Brierton,2023/05/19 01:20,UTCZ,0.00,3110.00,-3090.00,,-3090.00,0.00,,,20.00
Brierton,2023/05/19 01:25,UTCZ,0.00,230.00,-230.00,,-230.00,0.00,,,20.00
Brierton,2023/05/19 01:30,UTCZ,0.00,250.00,-250.00,,-250.00,0.00,,,20.00
Brierton,2023/05/19 01:35,UTCZ,0.00,250.00,-250.00,,-250.00,0.00,,,20.00
Brierton,2023/05/19 01:40,UTCZ,0.00,250.00,-250.00,,-250.00,0.00,,,20.00
Brierton,2023/05/19 01:45,UTCZ,0.00,230.00,-230.00,,-230.00,0.00,,,20.00
Brierton,2023/05/19 01:50,UTCZ,0.00,230.00,-230.00,,-230.00,0.00,,,20.00
Brierton,2023/05/19 01:55,UTCZ,0.00,360.00,-370.00,,-370.00,0.00,,,20.00
Brierton,2023/05/19 02:00,UTCZ,0.00,360.00,-360.00,,-360.00,0.00,,,20.00
Brierton,2023/05/19 02:05,UTCZ,0.00,350.00,-350.00,,-350.00,0.00,,,20.00
Brierton,2023/05/19 02:10,UTCZ,0.00,350.00,-350.00,,-350.00,0.00,,,20.00
Brierton,2023/05/19 02:15,UTCZ,0.00,340.00,-350.00,,-350.00,0.00,,,20.00
Brierton,2023/05/19 02:20,UTCZ,0.00,350.00,-350.00,,-350.00,0.00,,,20.00
Brierton,2023/05/19 02:25,UTCZ,0.00,340.00,-340.00,,-340.00,0.00,,,20.00
Brierton,2023/05/19 02:30,UTCZ,0.00,360.00,-350.00,,-350.00,0.00,,,20.00
Brierton,2023/05/19 02:35,UTCZ,0.00,80.00,-80.00,,-80.00,0.00,,,20.00
Brierton,2023/05/19 02:40,UTCZ,0.00,220.00,-220.00,,-220.00,0.00,,,20.00
Brierton,2023/05/19 02:45,UTCZ,0.00,220.00,-220.00,,-220.00,0.00,,,20.00
Brierton,2023/05/19 02:50,UTCZ,0.00,260.00,-260.00,,-260.00,0.00,,,20.00
Brierton,2023/05/19 02:55,UTCZ,0.00,240.00,-240.00,,-240.00,0.00,,,20.00
Brierton,2023/05/19 03:00,UTCZ,0.00,230.00,-230.00,,-230.00,0.00,,,20.00
Brierton,2023/05/19 03:05,UTCZ,0.00,230.00,-230.00,,-230.00,0.00,,,19.00
Brierton,2023/05/19 03:10,UTCZ,0.00,230.00,-230.00,,-230.00,0.00,,,19.00
Brierton,2023/05/19 03:15,UTCZ,0.00,230.00,-230.00,,-230.00,0.00,,,19.00
Brierton,2023/05/19 03:20,UTCZ,0.00,230.00,-230.00,,-230.00,0.00,,,19.00
Brierton,2023/05/19 03:25,UTCZ,0.00,230.00,-230.00,,-230.00,0.00,,,19.00
Brierton,2023/05/19 03:30,UTCZ,0.00,80.00,-80.00,,-80.00,0.00,,,19.00
Brierton,2023/05/19 03:35,UTCZ,0.00,80.00,-80.00,,-80.00,0.00,,,19.00
Brierton,2023/05/19 03:40,UTCZ,0.00,240.00,-240.00,,-240.00,0.00,,,19.00
Brierton,2023/05/19 03:45,UTCZ,0.00,230.00,-220.00,,-220.00,0.00,,,19.00
Brierton,2023/05/19 03:50,UTCZ,0.00,230.00,-230.00,,-230.00,0.00,,,19.00
Brierton,2023/05/19 03:55,UTCZ,0.00,220.00,-220.00,,-220.00,0.00,,,19.00
Brierton,2023/05/19 04:00,UTCZ,0.00,80.00,-80.00,,-80.00,0.00,,,19.00
Brierton,2023/05/19 04:05,UTCZ,0.00,70.00,-70.00,,-70.00,0.00,,,19.00
Brierton,2023/05/19 04:10,UTCZ,0.00,270.00,-270.00,,-270.00,0.00,,,19.00
Brierton,2023/05/19 04:15,UTCZ,0.00,220.00,-220.00,,-220.00,0.00,,,19.00
Brierton,2023/05/19 04:20,UTCZ,0.00,220.00,-220.00,,-220.00,0.00,,,19.00
Brierton,2023/05/19 04:25,UTCZ,0.00,80.00,-80.00,,-80.00,0.00,,,19.00
Brierton,2023/05/19 04:30,UTCZ,0.00,70.00,-70.00,,-70.00,0.00,,,19.00
Brierton,2023/05/19 04:35,UTCZ,0.00,260.00,-270.00,,-270.00,0.00,,,19.00
Brierton,2023/05/19 04:40,UTCZ,0.00,220.00,-220.00,,-220.00,0.00,,,19.00
Brierton,2023/05/19 04:45,UTCZ,0.00,220.00,-220.00,,-220.00,0.00,,,19.00
Brierton,2023/05/19 04:50,UTCZ,0.00,80.00,-80.00,,-80.00,0.00,,,19.00
Brierton,2023/05/19 04:55,UTCZ,0.00,80.00,-80.00,,-80.00,0.00,,,19.00
Brierton,2023/05/19 05:00,UTCZ,0.00,220.00,-220.00,,-220.00,0.00,,,19.00
Brierton,2023/05/19 05:05,UTCZ,0.00,220.00,-220.00,,-220.00,0.00,,,19.00
Brierton,2023/05/19 05:10,UTCZ,0.00,2780.00,-2780.00,,-2780.00,0.00,,,19.00
Brierton,2023/05/19 05:15,UTCZ,0.00,3120.00,-3120.00,,-3120.00,0.00,,,19.00
Brierton,2023/05/19 05:20,UTCZ,0.00,3250.00,-3260.00,,-3260.00,0.00,,,19.00
Brierton,2023/05/19 05:25,UTCZ,0.00,3570.00,-3600.00,,-3600.00,0.00,,,19.00
Brierton,2023/05/19 05:30,UTCZ,0.00,3570.00,-3600.00,,-3600.00,0.00,,,19.00
Brierton,2023/05/19 05:35,UTCZ,0.00,3620.00,-3620.00,,-3620.00,0.00,,,19.00
Brierton,2023/05/19 05:40,UTCZ,0.00,3740.00,-3760.00,,-3760.00,0.00,,,19.00
Brierton,2023/05/19 05:45,UTCZ,0.00,3800.00,-3790.00,,-3790.00,0.00,,,19.00
Brierton,2023/05/19 05:50,UTCZ,0.00,3910.00,-3840.00,,-3840.00,0.00,,,19.00
Brierton,2023/05/19 05:55,UTCZ,0.00,4140.00,-4060.00,,-4060.00,0.00,,,19.00
Brierton,2023/05/19 06:00,UTCZ,0.00,4210.00,-4120.00,,-4120.00,0.00,,,19.00
Brierton,2023/05/19 06:05,UTCZ,0.00,4280.00,-4150.00,,-4150.00,0.00,,,19.00
Brierton,2023/05/19 06:10,UTCZ,100.00,4240.00,-4060.00,,-4060.00,0.00,,,19.00
Brierton,2023/05/19 06:15,UTCZ,100.00,4050.00,-3880.00,,-3880.00,0.00,,,19.00
Brierton,2023/05/19 06:20,UTCZ,100.00,1670.00,-1440.00,,-1440.00,0.00,,,19.00
Brierton,2023/05/19 06:25,UTCZ,200.00,4350.00,-4080.00,,-4080.00,0.00,,,19.00
Brierton,2023/05/19 06:30,UTCZ,200.00,4160.00,-3880.00,,-3880.00,0.00,,,19.00
Brierton,2023/05/19 06:35,UTCZ,300.00,3520.00,-3180.00,,-3180.00,0.00,,,19.00
Brierton,2023/05/19 06:40,UTCZ,300.00,3410.00,-3050.00,,-3050.00,0.00,,,19.00
Brierton,2023/05/19 06:45,UTCZ,400.00,3350.00,-2980.00,,-2980.00,0.00,,,19.00
Brierton,2023/05/19 06:50,UTCZ,400.00,3490.00,-3050.00,,-3050.00,0.00,,,19.00
Brierton,2023/05/19 07:00,UTCZ,400.00,3450.00,-3010.00,,-3010.00,0.00,,,19.00
Brierton,2023/05/19 07:05,UTCZ,500.00,190.00,-10.00,,-10.00,200.00,200.00,,19.00
Brierton,2023/05/19 07:10,UTCZ,500.00,420.00,80.00,80.00,,0.00,,,20.00
Brierton,2023/05/19 07:15,UTCZ,600.00,40.00,-20.00,,-20.00,500.00,500.00,,20.00
Brierton,2023/05/19 07:20,UTCZ,700.00,220.00,0.00,,,300.00,300.00,,21.00
Brierton,2023/05/19 07:25,UTCZ,700.00,240.00,30.00,30.00,,300.00,300.00,,21.00
Brierton,2023/05/19 07:30,UTCZ,800.00,240.00,0.00,,,500.00,500.00,,22.00
Brierton,2023/05/19 07:35,UTCZ,900.00,220.00,-70.00,,-70.00,100.00,100.00,,22.00
Brierton,2023/05/19 07:40,UTCZ,1000.00,210.00,-70.00,,-70.00,600.00,600.00,,23.00
Brierton,2023/05/19 07:45,UTCZ,900.00,790.00,340.00,340.00,,300.00,300.00,,23.00
Brierton,2023/05/19 07:50,UTCZ,900.00,740.00,-280.00,,-280.00,100.00,100.00,,23.00
Brierton,2023/05/19 07:55,UTCZ,900.00,80.00,-30.00,,-30.00,700.00,700.00,,24.00
Brierton,2023/05/19 08:00,UTCZ,900.00,250.00,30.00,30.00,,500.00,500.00,,25.00
Brierton,2023/05/19 08:05,UTCZ,1000.00,220.00,-30.00,,-30.00,500.00,500.00,,25.00
Brierton,2023/05/19 08:10,UTCZ,1100.00,2460.00,-10.00,,-10.00,-1400.00,,-1400.00,23.00
Brierton,2023/05/19 08:15,UTCZ,1100.00,2390.00,0.00,,,-1200.00,,-1200.00,21.00
Brierton,2023/05/19 08:20,UTCZ,1200.00,2180.00,-1020.00,,-1020.00,0.00,,,20.00
Brierton,2023/05/19 08:25,UTCZ,1200.00,150.00,0.00,,,900.00,900.00,,21.00
Brierton,2023/05/19 08:30,UTCZ,1100.00,80.00,10.00,10.00,,800.00,800.00,,22.00
Brierton,2023/05/19 08:35,UTCZ,1200.00,2760.00,-20.00,,-20.00,-1600.00,,-1600.00,23.00
Brierton,2023/05/19 08:40,UTCZ,1200.00,290.00,20.00,20.00,,800.00,800.00,,23.00
Brierton,2023/05/19 08:45,UTCZ,1200.00,260.00,-150.00,,-150.00,900.00,900.00,,24.00
Brierton,2023/05/19 08:50,UTCZ,1200.00,120.00,0.00,,,900.00,900.00,,26.00
Brierton,2023/05/19 08:55,UTCZ,1300.00,120.00,-10.00,,-10.00,1000.00,1000.00,,27.00
Brierton,2023/05/19 09:00,UTCZ,1400.00,70.00,-10.00,,-10.00,1100.00,1100.00,,29.00
Brierton,2023/05/19 09:05,UTCZ,1500.00,280.00,-20.00,,-20.00,1100.00,1100.00,,31.00
Brierton,2023/05/19 09:10,UTCZ,1600.00,310.00,0.00,,,1200.00,1200.00,,33.00
Brierton,2023/05/19 09:15,UTCZ,1700.00,120.00,0.00,,,1400.00,1400.00,,36.00
Brierton,2023/05/19 09:20,UTCZ,1700.00,220.00,0.00,,,1300.00,1300.00,,38.00
Brierton,2023/05/19 09:25,UTCZ,1700.00,220.00,0.00,,,1300.00,1300.00,,38.00
Brierton,2023/05/19 09:30,UTCZ,1600.00,130.00,-30.00,,-30.00,1300.00,1300.00,,42.00
Brierton,2023/05/19 09:35,UTCZ,1700.00,340.00,0.00,,,1100.00,1100.00,,44.00
Brierton,2023/05/19 09:40,UTCZ,1700.00,410.00,60.00,60.00,,1100.00,1100.00,,47.00
Brierton,2023/05/19 09:50,UTCZ,1500.00,340.00,0.00,,,1100.00,1100.00,,48.00
Brierton,2023/05/19 09:55,UTCZ,1500.00,240.00,0.00,,,1200.00,1200.00,,51.00
Brierton,2023/05/19 10:00,UTCZ,1500.00,210.00,-20.00,,-20.00,1100.00,1100.00,,53.00
Brierton,2023/05/19 10:05,UTCZ,1400.00,140.00,-10.00,,-10.00,1100.00,1100.00,,55.00
Brierton,2023/05/19 10:10,UTCZ,1600.00,290.00,0.00,,,1100.00,1100.00,,57.00
Brierton,2023/05/19 10:15,UTCZ,1700.00,400.00,70.00,70.00,,1100.00,1100.00,,59.00
Brierton,2023/05/19 10:20,UTCZ,1700.00,120.00,0.00,,,1400.00,1400.00,,61.00
Brierton,2023/05/19 10:25,UTCZ,1700.00,90.00,30.00,30.00,,1400.00,1400.00,,63.00
Brierton,2023/05/19 10:30,UTCZ,1600.00,90.00,30.00,30.00,,1400.00,1400.00,,65.00
Brierton,2023/05/19 10:35,UTCZ,1700.00,80.00,0.00,,,1400.00,1400.00,,68.00
Brierton,2023/05/19 10:40,UTCZ,1700.00,240.00,0.00,,,1300.00,1300.00,,70.00
Brierton,2023/05/19 10:45,UTCZ,1800.00,240.00,0.00,,,1300.00,1300.00,,73.00
Brierton,2023/05/19 10:50,UTCZ,2000.00,100.00,0.00,,,1700.00,1700.00,,76.00
Brierton,2023/05/19 11:05,UTCZ,2500.00,100.00,0.00,,,2200.00,2200.00,,86.00
Brierton,2023/05/19 11:15,UTCZ,2300.00,240.00,930.00,930.00,,1000.00,1000.00,,92.00
Brierton,2023/05/19 11:20,UTCZ,2400.00,100.00,1120.00,1120.00,,1000.00,1000.00,,94.00
Brierton,2023/05/19 11:30,UTCZ,2400.00,100.00,1120.00,1120.00,,1000.00,1000.00,,94.00
Brierton,2023/05/19 11:35,UTCZ,2300.00,290.00,860.00,860.00,,1000.00,1000.00,,98.00
Brierton,2023/05/19 11:40,UTCZ,2400.00,250.00,1540.00,1540.00,,500.00,500.00,,99.00
Brierton,2023/05/19 11:45,UTCZ,1800.00,260.00,930.00,930.00,,500.00,500.00,,99.00
Brierton,2023/05/19 11:55,UTCZ,2400.00,100.00,1670.00,1670.00,,400.00,400.00,,99.00
Brierton,2023/05/19 12:05,UTCZ,2000.00,410.00,970.00,970.00,,400.00,400.00,,99.00
Brierton,2023/05/19 12:10,UTCZ,2100.00,450.00,1040.00,1040.00,,400.00,400.00,,99.00
Brierton,2023/05/19 12:15,UTCZ,1800.00,2510.00,-10.00,,-10.00,-700.00,,-700.00,99.00
Brierton,2023/05/19 12:25,UTCZ,2000.00,5320.00,-2400.00,,-2400.00,-2600.00,,-2600.00,97.00
Brierton,2023/05/19 12:30,UTCZ,2200.00,2500.00,-20.00,,-20.00,-300.00,,-300.00,96.00
Brierton,2023/05/19 12:35,UTCZ,1800.00,2490.00,-10.00,,-10.00,-700.00,,-700.00,95.00
